text,rating,date,class
"A cama, o café da manhã, a piscina e a localização são muito bons. A camareira Vanderleia arrumava o quarto com muito zelo e carinho e os funcionários são atenciosos. Porém, o black out da cortina não fechava bem e o quarto ficava bem claro, mesmo à noite. Ao reclamar, “consertaram” colando a cortina com fita crepe e silver tape na parede, o que “resolveu” apenas em parte o problema, porque no meio, apesar de também terem colado, de manhã ainda passava claridade. Além disso,  o box do banheiro vazava água e molhava o tapete e o chão do banheiro.",6,2025-03-04 00:00:00+00,0
" Agradable ambiente, personal amable, dependencias limpias, buen desayuno  Pocos ascensores, para la gran cantidad de alojados",9,2025-03-04 00:14:26+00,1
 Buena ubicación y el trato de los recepcionistas impecable  Falta más ascensores,10,2025-03-04 03:09:53+00,1
" Localização muito boa, a vista linda também.  Café da manhã era em um espaço muito pequeno, não tinha indicação sobre a disponibilidade de produtos sem lactose ou sem glúten, mas fora isso a variedade de produtos era boa. A cama não era muito boa, ficava estalando a cada vez que se mexia. O telefone do hotel com a recepção não funcionava, tive que ligar do meu celular para poder ser atendida. Não tinha ar condicionado nem janelas no corredor dor quartos e o elevador super demorado, como era verão ficava insuportável o calor",7,2025-03-04 11:36:13+00,0
 Localização e piscina excelentes  Elevadores muito lentos e demoram muito,10,2025-03-04 15:06:38+00,1
Ótima estadia.,10,2025-03-05 00:00:00+00,1
" Localização muito boa, com opções de restaurantes bem perto  O elevador do hotel demora muito pra chegar. É bem chato isso.",8,2025-03-05 00:02:35+00,1
" El desayuno muy completo, las instalaciones impecables.  Nada",10,2025-03-05 02:22:28+00,1
" O secador do banheiro é bem potente, e é silencioso os corredores ótimo pra dormir  Ar condicionado fica só no 18 (pra cidade que é muito quente não resolve), café da manhã poucas opções e o estacionamento chegamos um dia a noite depois de passeio e não tinha mais vaga.",7,2025-03-05 13:35:46+00,0
" El hotel es muy lindo, las intalaciones son nuevas y bien cuidadas. Podes sentir perfumes por todos lados. Los conserjes te hablan en castellano. El desayuno fue excelente. La habitacion fue bastante amplia y el baño tambien. La ducha tenia muy buena presion.",10,2025-03-05 14:30:47+00,1
" Localização  Apenas 2.elevadores pequenos para 17 andares,  gerando espera longa para locomoção dentro do próprio hotel. 
Serviço de quarto ruim.
Espaço para café da manhã insuficiente para o numero de quartos.
Toalhas de má qualidade e com cheiro forte.",6,2025-03-05 23:05:20+00,0
"O hotel fica em uma localização privilegiada, no centro da cidade com um custo benefício excelente. Café da manhã muito diversificado e farto e almoço excelente, piscina no terraço com uma vista maravilhosa,quarto espaçoso aconchegante, sempre muito bem limpo, os funcionários prestativos e atenciosos, recomendo.",10,2025-03-06 00:00:00+00,1
Este es el segundo año q visitamos el hotel y la verdad todo perfecto. Recomiendo las excursiones que brinda el hotel con la agencia de turismo q tienen en la recepción.,10,2025-03-06 10:28:42+00,1
 Las habitaciones y terraza  Pago de estacionamiento y canales de televisión,8,2025-03-06 14:34:26+00,1
"Hotel is good no worries staff is helpful,my room wi-fi is slow",8,2025-03-06 21:13:12+00,1
" Good location, it had all the basics, clean, good variety of breakfast options, great starting point for beautiful Iguazu falls!  Nothing really",10,2025-03-07 10:33:18+00,1
" Hotel simplesmente incrível! 
Funcionários excelentes e bem prestativos, fomos muito bem recepcionados. 
O quarto estava bem limpo e organizado, ar condicionado funcionando perfeitamente,  chuveiro bem quentinho! 
Café da manhã maravilhoso! 
Amamos a estadia, com certeza a nossa próxima ida à foz ficaremos no hotel novamente!",10,2025-03-07 13:55:01+00,1
" Ótima localização, com boas opções de restaurantes e bares próximos
Quarto espaçoso e silencioso
Rooftop excelente com música ao vivo e uma bela vista
Bom café da manhã (fuja do horário de 06:30 a 07:30, que fica lotado por causa das excursões)  Elevadores não dão conta da demanda, e fica-se esperando bastante tempo para usar",8,2025-03-07 17:06:51+00,1
Adorei,10,2025-03-07 22:04:11+00,1
"Excelente localização, com restaurantes, sorveterias e conveniência por perto. Café-da-manha e acomodações boas (poderia melhorar a cortina do quarto que, mesmo fechada, deixa passar luz pela manhã). Funcionários atenciosos. Restaurante sky bar no rooftop agradável, cardápio com bom custo-benefício.",8,2025-03-08 00:00:00+00,1
Muy bonito y limpio el desayuno es completo y delicioso,8,2025-03-08 00:00:00+00,1
" Las instalaciones, la ubicación y el desayuno.",10,2025-03-09 01:06:40+00,1
" Ótimo custo benefício! Hotel muito limpo, atendimento excelente e ótima localização.",10,2025-03-09 02:36:49+00,1
" יחס , נקיון",5,2025-03-09 07:06:54+00,0
" Agilidade do check in e receptividade para as mulheres no dia 08/03, data internacional  Check out",8,2025-03-10 00:05:38+00,1
"Es un hotel bastante grande ubicado en pleno centro de la ciudad, destacado por su terraza en el piso 17 con una vista a la ciudad única.
Reservamos por Booking con anticipación y en una promo interesante. Abonamos habitaciones dobles a 150 mil pss con desayuno incluido.
Lo único que no estuvo aclarado en la app fue que el estacionamiento tenía un costo adicional por día de 35 reales. Por lo que fue un gasto extra fuera de los estipulados.
Las habitaciones impecables y enormes. Camas individuales king size, sábanas y toallas de primera calidad ( las cambiaban a diario si uno así lo prefiere como así también la limpieza de las habitaciones. Se puede aclarar preferencias utilizando los carteles en la puerta y los indicadores de luces en las puertas) El baño es grande también y cuenta con shampoo/ crema de enjuague, papel higiénico y jabones pequeños individuales para higiene personal ( sin costo extra). También secador de cabello en el baño, el cuál cuenta con agua fría y caliente en ducha.
En la habitación se encuentran una TV led con cable, AA, placares con cobertores , caja fuerte, mesa y silla pequeña, y un frigobar con aguas, bebidas varias y dulces ( alfajores ) con un costo adicional detallados. Utilizan tarjetas digitales para ingresar ( una copia para cada persona en la habitación)
El desayuno es buffet libre estilo Americano. Realmente muy completo, gran variedad de opciones y riquísimo todo. Lo sirven de 7 a 10 am. El lugar es amplio, con mesas y sillas bajas muy cómodas, vajillas de cerámica y todo fresco. Si bien es autoservice el personal muy amable y súper organizados, limpian y orden todo el tiempo. Impecables siempre que fuimos.
El hotel ofrece un resto bar en terraza al aire libre con vistas a la ciudad increíbles a cualquier hora del día! El menú de comidas y bebidas no es muy variado pero a buenos precios. Cuentan con mesas y sillas bajas y altas. Los mozos muy amables. Lo único malo es que si llueve cierran.
También hay otro resto bar en el ante piso a la terraza todo cerrado con AA. El lugar es chico pero súper cómodo con Mesas y sillas bajas y altas también.
La piscina infinita es pequeña ubicada en la terraza. Quizás recomendable únicamente para adultos ( tiene una profundidad de 1.50 mts)
Los ascensores son modernos y funcionan bien pero demoran bastante según el momento/ día/ cantidad de personas.
El estacionamiento está en el subsuelo.
La atención en recepción regular. Tardan un poco. No dan muchas indicaciones. Hablan solo portugués. Cobran únicamente con reales billetes. En otras formas de pagos recargan. No teníamos adaptadores para los enchufes y no tenían para prestarnos. Tuvimos que salir a comprar. Otro punto a considerar para Argentinos en BR, los aparatos eléctricos, sus voltajes y enchufes/ adaptadores.
Su wifi funciona muy bien en todos los sectores del edificio.  Punto a favor.
En resumen, muy copado el lugar en nuestra experiencia.",8,2025-03-10 01:27:30+00,1
" Café maravilhoso, quarto aconchegante, a piscina e restaurante tbm. Show.",10,2025-03-10 03:45:45+00,1
 ótima localização e atendimento!,9,2025-03-10 12:23:16+00,1
" Das Zimmer war ruhig, modern eingerichtet und sauber. Der Rooftop-Pool und die Bar sind mega und ein absolutes Plus.",9,2025-03-10 14:47:54+00,1
" Boa localização  Cama desconfortável, limpeza mediana e café da manhã pouco variado",7,2025-03-10 16:19:06+00,0
" Excelente localização, com ótimos restaurantes nas proximidades. Quarto amplo e espaçoso, confortável e limpo.",10,2025-03-10 21:43:13+00,1
Nice stay,10,2025-03-11 00:00:00+00,1
"Incrível.  Cama super confortável, chuveiro maravilhoso, cafe da manhã com muita variedade.  Quarto muito limpo. Funcionarios atenciosos. Recomendo",10,2025-03-11 00:00:00+00,1
"Solo fui al bar en la terraza, no me hospedé en el hotel.
Llamé para reservar como indica la página pero como era día de semana no fue necesario, sí hay que reservar para los viernes y fines de semana. Los huéspedes del hotel no pagan entrada y son los únicos que pueden usar la piscina, obviamente.
La entrada (Feb 2025) vale 30 reales y los tragos desde los 15, también hay un pequeño menú de comidas.
Las vistas son espectaculares, yo calculé el horario para llegar a la puesta del sol 😉😎. El bar funciona de 17 a 22 hrs. Consultar horarios de fines de semana.
La música, por lo menos ese día, era popular latina (algo de pop/rock, melódico alegre) por suerte no escuché reguetón 🙏🏻, a un volumen perfecto para poder hablar.",10,2025-03-11 21:39:49+00,1
 Location. Comfortable,10,2025-03-11 23:51:26+00,1
"Nossa estadia foi ótima, o hotel possui uma ótima infraestrutura. Nosso quarto sempre bem arrumado pela Marciana, a qual foi impecável na arrumação diária!
O Hotel fica bem localizado, perto de bares e restaurantes, sendo de fácil acesso para os principais pontos turísticos da cidade.",10,2025-03-12 00:00:00+00,1
"Hotel sensacional. Quartos muito bons, grande iluminado confortável. Limpeza muito boa, sempre impecável e quem nos atendeu foi a Clara. Rooftop muito bom, vista incrível, funcionários atenciosos e comida excelente. Sem nenhuma reclamação, só elogios.",10,2025-03-12 00:00:00+00,1
Otel oldukça temiz çalışanlar güler yüzlü odamızdan memnun kaldık sabah kahvaltısı son derece yeterli ve tazeydi Otel oldukça Bakımlı ve yeni teras kattaki havuz küçük ama yine de var otelin içinde bir Turizm Acentesi var oradan kendinize turlar ya da eğlence seçebilirsiniz,10,2025-03-12 12:35:39+00,1
" Café da manhã excelente,  acomodação confortável.  Elevadores....são lentos e tem que ter uma paciência extra para esperar pois não são condizentes com o nível do hotel. O restante é excelente!",9,2025-03-12 19:01:05+00,1
" Tolle Unterkunft. Super Service. Ausstattung und Zimmer waren gut, sauber und einwandfrei. Die Mitarbeiter der Rezeption sind sehr hilfsbereit und freundlich. Die Roof-Top-Bar mit Blick auf den Sonnenuntergang ist unschlagbar. Das Frühstück ist absolut empfehlenswert und ist der perfekte Start in den Tag.  Der Pool war ein wenig klein und sehr eng.",10,2025-03-12 21:08:33+00,1
"Las instalaciones del hotel muy buenas, muy ordenado y limpio...
La habitación en muy buen estado, las almohadas limpias junto con las sábanas y demás cosas del cuarto, el desayuno muy rico y con mucha variedad de comida
Gracias señorita Viviana por el detalle <3",10,2025-03-13 00:00:00+00,1
" Estadia muito boa. Espaço da cobertura do prédio muito agradável e com bom restaurante.  Como dito em outras avaliações, os elevadores demoram.",8,2025-03-13 13:23:11+00,1
Excelente localização com muito boa infraestrutura no hotel,8,2025-03-13 17:35:26+00,1
" Quarto confortável, limpeza, funcionários empáticos, café da manhã muito bom, localização excelente, perto de tudo, farmácia, padaria, restaurantes e os ônibus que vão para a ARG e Paraguai passam quase que na porta do hotel. O rooftop do hotel tem uma das vistas mais lindas para o pôr do sol e a piscina e o restaurante são ótimos.  Houve um episódio em que saímos de manhã e não deixamos a placa para limpeza do quarto. Quando retornamos, no final do dia, o quarto estava limpo e a porta do quarto aberta, parecendo que havia alguém no quarto, mas não havia ninguém. Não demos falta de nada. Quando fiz o checkout informei o ocorrido a recepção.",9,2025-03-13 17:54:57+00,1
"O hotel vende a hospedagem com piscina, mas impõe um limite curto de horário para uso. A piscina só funciona durante um curto espaço de tempo, em que geralmente o hóspede está fora do hotel, em passeio ou a trabalho. Ou seja, a piscina virou item decorativo em uma cidade que é muito quente no verão.",6,2025-03-14 00:00:00+00,0
 Café da manhã e refeições do Sky Bar muito bons  Ar condicionado parece meio antigo e os elevadores demoram mais que a maioria.,8,2025-03-14 01:08:52+00,1
"Average Hotel with basic rooms. Wifi went in and out, not good. Breakfast was good.",6,2025-03-15 00:00:00+00,0
"Hotel maravilhoso, bem localizado, extremamente organizado, limpo, funcionários atenciosos e muito educados. Cruzamos algumas vezes com a camareira Marina, uma graça de pessoa! Vale muito a experiência e já quero retornar mais vezes!",10,2025-03-15 00:00:00+00,1
" Ubicación muy buena, desayuno bastante completo. Personal del restaurante (excepto supervisores) súper atentos y amables. Cada vez que fui al restaurante (varias) nos atendieron súper bien y a pesar de ciertas dificultades con el idioma estuvieron en todo momento súper atentos a que nuestra experiencia fuera amena. Felicito al equipo (2 chicos y 2 chicas) del restaurante.  El día de nuestro check out  solicitamos la posibilidad de que se nos preparara un “desayuno para llevar” (algo como un sandwich, una fruta y agua) puesto que saldríamos antes de la hora de inicio de este y es un servicio que se encontraba incluido en la tarifa. Sin embargo, la respuesta fue un rotundo no, sin más explicaciones y/o intenciones de querer.ayudarnos. Es importante mencionar, que nuestra solicitud no era antojadiza, este servicio se presta en muchos hoteles alrededor del mundo, sobretodo cuando los pasajeros deben salir muy temprano, ya sea por asuntos de vuelo y/o servicios turísticos programados. En este caso, Viale Tower no está llano a hacerlo y la prestación del servicio de desayuno del pasajero no es su problema. Deben mejorar en eso y además en la calidad de atención al cliente. Es básico, saludar e intentar ser resolutivo. Lo menciono principalmente por el personal de supervisión en restaurante y recepción (los últimos, bastante preocupados del celular más que de intentar colaborar con el pasajero. Todo lo bonito de la infraestructura, lo dañan con lo último. Recordar que el pasajero busca una experiencia  grata completa desde el check in y hasta el check out.",8,2025-03-15 14:44:34+00,1
 MUITO BOM  TUDO MUITO BOM,8,2025-03-15 14:59:52+00,1
 ubicacion  me robaron prendas nuevas y no tuve respuerta de parte del personal del hotel,1,2025-03-16 00:08:37+00,-1
" The staff at the breakfast is very helpful.  Gym very limited. There was a problem with the WiFi and Augusto just said ""try again later"".",7,2025-03-16 08:43:45+00,0
"El hotel es hermoso y está muy bien ubicado, en la cuadra de los restaurantes de la zona y donde pasan los colectivos. Y lo mejor la atención de los empleados.",10,2025-03-16 12:32:25+00,1
"The rooms are clean but basic. Good for a one night stay but not longer.The pictures on the website are not what you get. The internet went in and out, not strog.Good breakfast buffet.  Easy to get to the Falls via Uber.",6,2025-03-16 18:29:18+00,0
 Quarto espaçoso e chuveiro muito bom  Cama um pouco desconfortável,8,2025-03-16 23:58:03+00,1
"A limpeza do quarto e cuidado com as decorações com as toalhas foram o ponto alto. Café da manhã completo e gostoso.

Os colchões não são bons. Estavam um pouco deformados. Apesar de ter uma janela, o quarto deve ficar completamente fechado, o que proporciona um odor que lembra aqueles quartos com carpete que foi frequentado por fumante. Depois que deixei a janela aberta 24h, dia e noite, melhorou. Deve-se pensar na melhora da ventilação dos quartos com a troca de ar do lado de fora.",6,2025-03-17 00:00:00+00,0
"Excelente ubicación , instalaciones y servicio!",10,2025-03-17 00:00:00+00,1
"Ambiente excelente, confortável, funcionários educados, limpinho! Adorei",10,2025-03-17 00:00:00+00,1
"Hotel maravilhoso, localização excelente, profissionais educados.
Decepção, horário para uso da piscina até 18:00hs.
Já fiquei algumas vezes antes nesse hotel e o horário era maior.
A venda extra de pacotes para o pôr do sol está prejudicando o hóspede.",8,2025-03-18 00:00:00+00,1
" Quarto amplo e confortável! Hotel localizado a poucos passos de ótimos restaurantes e bares. Farmácia na esquina. Ótimo café da manhã.  O hotel dispõe de 2 elevadores, para atenderem aos seus 17 andares e vários quartos. Não raro, nos 4 dias que estivemos hospedados no Viale Tower, tínhamos que esperar um tempo considerável para conseguirmos entrar nos elevadores. 
Na minha opinião, o único ponto negativo.",9,2025-03-18 00:46:33+00,1
"Adoramos o hotel a piscina e o bar Skay tem muitas opções de bebidas, o café da manhã um capucho só, e a localização é o ponto alto, ao lado do mais famoso bar da cidade com inúmeras opções de bares, restaurantes sorveterias na mesma rua, altamente badalado.",10,2025-03-19 00:00:00+00,1
" tolles sehr gutes Restaurant, freundliches Personal,  toller Pool mit herrlichen Blick",10,2025-03-19 00:33:08+00,1
"Quero parabenizar a Sra. Viviane, pelo carinho e cordialidade para com os clientes, o nosso apartamento ficou bem limpo e ela simplesmente, deixou as toalhas em forma de coração, gatinho e uma cartinha muito carinhosa. A minha nota para ela e 10/  Att
Conceicao.",10,2025-03-20 00:00:00+00,1
Muito bom.,8,2025-03-20 13:51:10+00,1
 La pileta en la terraza lo más  La teles viejas sin conexión wifi,9,2025-03-20 15:57:52+00,1
" Das Personal sprach sehr gut Englisch und war sehr hilfreich, kompetent und freundlich. Das Zimmer war auch sehr schön, sehr bequemes Bett und saubere Dusche. 
Sehr viele Restaurants in der Nähe. Wir würden auf jeden Fall wiederkommen.  Der ATM im Hotel verlangt sehr hohe Gebühren, lieber einen anderen ATM wählen.",10,2025-03-21 01:35:33+00,1
" Excelente localização, com tudo do melhor muito próximo do hotel.  Nada a declarar",10,2025-03-21 06:58:40+00,1
" Der Ausblick von der Dachterrasse mit Pool ist sehr schön. Man kann dort den Abend mit einem Cocktail ausklingen lassen. Das Frühstückst ist sehr reichhaltig und gut.  Das man den Parkplatz extra bezahlen muss, hat mir nicht gefallen.",8,2025-03-21 13:13:43+00,1
Lovely hotel with great views,10,2025-03-21 16:38:15+00,1
Muy buen hotel habitaciones muy confortables muy buen servicio y las instalaciones muy completas la vista del skybar es perfecta para tomar algo y pasar un buen rato y la ubicación excelente muchos lugares para comer y beber y disfrutar de un buen ambiente el personal de recepción muy amable mi unica critica puede ser el tiempo de espera en los ascensores en horarios punta la espera puede ser larga y usaba la escalera ya que estaba en un sexto piso,10,2025-03-22 00:00:00+00,1
"Quarto bem arrumado e limpo. Viviana cuido bem do local. O café da manhã do hotel é excelente. Ar condicionado e chuveiro funcionam perfeitamente. Frigobar é abastecido com águas, refri e cerveja. Tudo ok durante a estadia de 4 noites. Já é a segunda vez que venho a foz e me hospedo neste hotel",10,2025-03-22 00:00:00+00,1
" As acomodações são muito boas,o Sky Bar é na cobertura (Não precisa pagar entrada) e a piscina e muito boa. O rapaz que nos recebeu a tarde muito solicito e educado, o café da manhã OK  localização boa  Apesar de ser informado de forma antecipada a garagem paga não é legal mas segue os padrões da cidade,ALGUNS atendente parecem ter pouca vontade para ajudar os hospedes, o elevador não da conta da quantidade de pessoas que o utilizam.",8,2025-03-22 05:29:03+00,1
"Atendimento de qualidade, Acomodações e localização muito boas, e o café da manhã excepcional, com muita variedade!!!

O que acaba sendo um ponto negativo e a espera do elevador em dias de bastante circulação, mas não e por isso que deixarei de voltar.",10,2025-03-23 00:00:00+00,1
 Conforto,9,2025-03-23 14:19:23+00,1
" Acomodação confortável, muito bom o café da manhã, localização excelente, rooftop muito confortável com lindo pôr do sol, todos funcionários foram atenciosos e prestativos, voltaria a me hospedar nesse hotel com certeza.  Elevador muito cheio com horários de pico que era impossível acessa-lo, usamos muito as escadas porque estávamos no 4º andar, porém com malas para o checkout foi necessário subir para depois de 20 minutos conseguir chegar ao térreo.",10,2025-03-24 02:17:20+00,1
" Simples mas tudo novinho!  Janela não fechava, pois o trinco estava quebrado.",9,2025-03-24 10:55:42+00,1
 Location  Nothing,8,2025-03-24 18:46:40+00,1
" La terraza es lo más lindo del hotel, y su ubicación es perfecta, con vista al río y buena gastronomía en sus alrededores. El personal super amable y el desayuno muy completo.  Me parece absurdo pagar aparte el estacionamiento cuando la tarifa no es económica y el estacionamiento se encuentra dentro del hotel.
Esperaba que la tele sea Smart TV.",8,2025-03-25 01:38:23+00,1
" Suite espaçosa. Café da manhã muito bom. Atendimento da recepção e do café excelente. Localização central, que ajuda a circulação até de transporte público, além de uma variedade de restaurantes nas imediações.  Elevadores que são insuficientes e demandam uma espera maior pela manhã.",9,2025-03-25 11:59:31+00,1
" Terraza en el piso 17 en el que pude ver un atardecer espectacular.
Personal amable
Desayuno rico y variado.  Nada me disgustó.",10,2025-03-25 15:27:36+00,1
" O hotel tem excelente localização, com excelentes bares e restaurantes bem próximos, o que permite ir caminhando. O quarto é bem amplo, cama confortável, chuveiro excelente e equipe atenciosa. A área da piscina é muito agradável.  O elevador as vezes demora um pouco.",9,2025-03-25 17:39:07+00,1
" Vse super, v blízkosti restaurace. Na střeše u bazénu restaurace s vynikajícím jídlem a drinky! Snídaně taky fajn. Můžu doporučit",9,2025-03-25 18:17:28+00,1
"Instalaciones limpias e impecables.
Personal amable
Desayuno rico y variado
La terraza es espectacular con vistas increíbles, pude ver el atardecer. 
Se encuentra a 1 cuadra de la av Brasil, donde se encuentra todo el comercio.
Volvería sin dudarlo",10,2025-03-26 00:00:00+00,1
"Bom custo benefício, café da manhã bom, faltou amenities melhores, achei ruins.",10,2025-03-26 00:00:00+00,1
 Sky bar é imperdível! Comida boa é ótima música e clientes do hotel não pagam para ter acesso ao SkyBar,9,2025-03-26 01:45:36+00,1
 O skybar é imperdível e hóspedes não pagam para ter acesso ao local. Comida boa e música agradável!,9,2025-03-26 01:47:50+00,1
" Localização central, próxima de bares e restaurantes, o restaurante no rooftop com linda vista, café da manhã completo e o quarto novo com bom tamanho.  Achei a cama ruim e o atendimento do restaurante.",9,2025-03-26 12:57:36+00,1
"Muito bom hotel, boas instalações, estacionamento coberto, café bem servido e rooftop com vista linda! O único problema são os únicos dois elevadores do prédio, que são mal configurados e a espera é sempre longa.",8,2025-03-27 00:00:00+00,1
" Ótima localização, quarto com cama confortável, banheiro amplo, chuveiro divino, tudo muito limpo. O café da manhã é variado e tudo muito gostoso. O hotel oferece alguns passeios, que são pagos à parte. Equipe educada.",10,2025-03-27 22:19:27+00,1
" Muy buen hotel, buena ubicación y muy buen desayuno!",10,2025-03-29 16:06:30+00,1
Maravilhosa,10,2025-03-29 20:12:52+00,1
"Ficamos no fim de semana. Ok para descansar. Limpo e confortável mas nada luxuoso. Destaque para a piscina (pequena) no terraço com borda infinita. O café da manhã tinha opções de frutas, frios, pães, sucos, omelete. Café da manhã tradicional bem preparado. No fim de semana havia empadas no café que adoramos. Local próximo de bares e restaurantes bem central e localizado.",8,2025-03-29 20:21:23+00,1
"Atendimento impecável de todos os funcionários, respeito, educação, cordialidade, desde a recepção , atendentes no horário de café da manhã, higienização etc, infelizmente não consigo mencionar o nome dos colaboradores, seriam muitos.",10,2025-03-30 00:00:00+00,1
Adoramos estar no hotel o funcionário Jonas muito atencioso com um ótimo café da manhã bem servido os quartos limpos a localização do hotel é maravilhosa perto de tudo barzinho restaurante farmácia para todos os gosto concerteza voltaremos mais vezes,10,2025-03-30 00:00:00+00,1
"Muy lindo hotel, desde el establecimiento hasta los servicios que ofrece y sus anfitriones. 
La ubicación es muy buena, en el centro. 
Lo recomiendo ya sea para vacaciones en familia como con amigos.
El desayuno incluido es muy completo y el personal muy atento. Lo recomiendo y volveremos",10,2025-03-30 00:00:00+00,1
" Tudo muito bom!
Nada a reclamar!
Uma sugestão: Colocar um tapete de borracha no box do banheiro( opcional) devido pessoas idosas, como nós, ter medo de escorregar e cair, evitar acidentes.  Medo de cair no box do chuveiro, piso liso, com água e sabão, fica muito propício a acontecer quedas.",10,2025-03-30 00:37:05+00,1
" Gostamos de tudo! Ótima localização, estrutura excelente, confortável, ótimo café da manhã. Fomos muito bem atendidos e foi tudo maravilhoso!",10,2025-03-30 12:18:57+00,1
" Gostei muito:Localização, conforto,atendimento, limpeza
Gostei.pouco: Dificuldade nos elevadores, espaço no café da manhã não é suficiente quando tem muito hóspedes.",9,2025-03-30 12:34:21+00,1
Muito bom,10,2025-03-30 23:10:53+00,1
" Posizione top, pulizia eccellente.
Uniche pecche, gli ascensori, che sono solo 2 per cui in orari di punta si è costretti a fare le scale di emergenza e la colazione, abbondante, varia ma di scarsa qualità. 
Tutti i cibi da forno erano quasi crudi.",8,2025-03-31 11:15:13+00,1
 Tudo  O bar fica fechado de manhã,10,2025-03-31 12:47:59+00,1
 Excelente!!!!  Nenhum comentário,8,2025-03-31 18:33:12+00,1
" Excelente todo !! Hice un pedido especial y estuvo impecable!!! Buen desayuno, muy completo. Maravillosa La terraza  servicio excelente!!",10,2025-04-01 12:07:39+00,1
Chegamos em 28 de março de 2025 e encontramos uma decoração linda de Páscoa por toda recepção do Viale 😍🐇,10,2025-04-01 22:09:34+00,1
 Muy buena ubicación lindas las instalaciones  La atención en recepcion,9,2025-04-02 18:42:38+00,1
" Habitaciones amplias y luminosas. Excelente desayuno. Estupenda vista panorámica desde la piscina.
Muy buen servicio de bar.  Atención del personal. Faltó predisposición para resolver inquietudes y consultas.",9,2025-04-02 23:00:54+00,1
"Hotel bom, café da manhã bom. Para uma viagem de casal com 2 crianças (5 e 9 anos) as camas deixam a desejar.  São pequenas, poderiam investir em camas king para alguns quartos. Foram 3 noites sem conseguir dormir, bem desconfortável para uma família de 4.",8,2025-04-04 00:00:00+00,1
"Fui muito bem atendida, café da manhã gostoso, cama super confortável e ainda fomos super mimados pela Viviana no cuidado com o quarto. Adorei a experiência e indico para quem quiser ficar tranquilo em Foz com bom custo x benefício. O hotel fica super bem localizado, na principal avenida da cidade.",10,2025-04-04 00:00:00+00,1
" La amabilidad y calidez de todo el personal ha sido excepcional. 
Muy cómodas las instalaciones, exquisito desayuno.
Excelente orden y limpieza.",10,2025-04-05 06:19:23+00,1
 Great location in the centre of Foz do Iguacu. Good breakfast and roof top bar.,8,2025-04-05 13:14:49+00,1
"Hotel excelente, camas confortáveis, chuveiro bom, vista da piscina muito bonita, ótimo café da manhã! Único ponto negativo é o elevador, que não comporta a quantidade de hospedes em alguns horários.",10,2025-04-06 00:00:00+00,1
Staff was responsive.,8,2025-04-06 00:00:00+00,1
"Se espera uma noite agradável de sono, não vai conseguir as camas são horríveis.",6,2025-04-06 16:19:46+00,0
"Muito bem localizado, mas nosso quarto estava precisando de reforma  os colchões estavam Afundados e barulhentos, nunca tinha pegado assim em algum hotel,  muito ruim p dormir, e sugiro elevadores extra, demoram mais que o normal
Fiquei sabendo q alguns andares estão reformados e renovados, mas não demos sorte.. tivemos q extender nossa estadia s fomos p outro hotel bem mais barato mas com colchão maravilhoso",4,2025-04-07 10:25:45+00,-1
"Nossa experiência no hotel foi ótima. A localização ajuda a se locomover a todos os pontos da cidade e também com muitas opções de restaurantes. Fomos muito bem atendidos por todos os funcionários, o café da manhã muito bom e também cheio de opções, a cama muito confortável e tudo limpo. O bar possui uma vista bem ampla da cidade. Único ponto seria o elevador que devido a quantidade de hóspedes durante o horário do café da manhã acaba demorando um pouco, mas nada que atrapalhe.",10,2025-04-08 00:00:00+00,1
"Hotel com ótima estrutura. bom café da manhã com variedade enorme de doces, salgados, sucos e cafés. funcionários excelentes. Destaque para camareira Clara que cuidou do nosso quarto com muito zelo, deixando tudo cheiroso, limpo, climatizado .",10,2025-04-08 00:00:00+00,1
"Ótima localização, bem limpo, bom café da manhã",10,2025-04-08 00:00:00+00,1
" localização e estrutura do hotel e o café e ótimo.  atendimento específico do funcionário da recepção na madrugada do dia 07.04.2025 o mesmo me cobrou 30 reais no consumo de um alfajor. Sendo que o valor era de 15. o mesmo alegou que era taxa de turismo. achei um absurdo. Não ligaria se isso estivesse explícito.

Tirando isso o hotel é excelente.",9,2025-04-08 00:54:26+00,1
" Hotel no todo é muito bom, muito bem localizado, café da manhã excelente, quartos amplos e limpos, chuveiro sensacional, duas camas de casal, frigobar, muito bom mesmo  O serviço de elevador é péssimo, muito ruim mesmo. O serviço de check in antecipado tem uma ideia excelente mas não permite atualizar, alterar, completar etc, pois esta engessado, fica a sugestão",9,2025-04-08 20:33:53+00,1
 Localização junto com os boas suítes..  tudo de bom.,10,2025-04-08 21:20:27+00,1
 Muy buena atención.. bien todo personal...limpio...,10,2025-04-09 00:43:39+00,1
" Não tem o que reclamar do hotel, nota 10 para a localização, funcionários, limpeza, restaurante, conforto, tudo tudo 100%, único problema é a demora do elevador, como são apenas dois elevadores para todo hotel, em horários de pico como café da manhã, da uma demora maior que o normal.. No mais, todo o resto é nota 10!! Estão de parabéns!!",9,2025-04-09 02:04:58+00,1
" Ótimo hotel, com bom custo benefício em uma excelente localização.",9,2025-04-09 09:06:12+00,1
"Como o voo foi antecipado pela Azul, de 13:40 para 5:10 h. Senti falta de um lanchinho rápido que deveria ser oferecido pelo hotel, como acontece em inúmeros outros.",10,2025-04-10 00:00:00+00,1
" Hotel impecable, personal muy atento y servicial, instalaciones muy bonitas, camas cómodas y la limpieza excelente.",10,2025-04-10 09:14:20+00,1
